cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
82_1106061,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1106063,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Recto,Larga,INVALID,INVALID,Ligero
82_1106064,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1106082,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Recto,INVALID,INVALID,High Waist,Medio
82_1106083,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1106086,INVALID,Sin cierre,INVALID,Punto Fino,INVALID,Alto/Envolvente,INVALID,Larga,INVALID,INVALID,INVALID
82_1106087,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1106089,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1106096,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Solapa,Oversize,Larga,INVALID,INVALID,Medio
82_1106109,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Redondo,Evase,Larga,INVALID,INVALID,Ligero
82_1106111,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1106112,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,High Waist,Medio
82_1106114,INVALID,Cuello,INVALID,INVALID,Standard,Mao,Recto,Corta,INVALID,INVALID,Ligero
82_1106117,INVALID,Cierre Trasero,INVALID,INVALID,Midi,Redondo,Evase,Larga,INVALID,INVALID,Ligero
82_1106120,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Ancho,INVALID,INVALID,INVALID,INVALID
82_1106130,INVALID,Sin cierre,INVALID,Punto Medio,Standard,Perkins,Recto,Larga,INVALID,INVALID,INVALID
82_1106138,INVALID,Cuello,INVALID,INVALID,Standard,Mao,Recto,Corta,INVALID,INVALID,Ligero
82_1106140,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Caja,Oversize,Larga,INVALID,INVALID,Ligero
82_1106160,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1106165,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1106179,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Ancho,INVALID,INVALID,INVALID,INVALID
82_1106188,INVALID,Sin cierre,INVALID,Punto Medio,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
82_1106189,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Corta,INVALID,INVALID,Medio
82_1106194,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,High Waist,Medio
82_1106211,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1106216,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1106218,INVALID,Sin cierre,INVALID,Punto Grueso,Standard,Redondo,Oversize,Larga,INVALID,INVALID,INVALID
82_1106221,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Slim,Corta,INVALID,INVALID,Medio
82_1106222,INVALID,Sin cierre,INVALID,INVALID,Standard,Escotado,Recto,Corta,INVALID,INVALID,Ligero
82_1106226,INVALID,Cierre Delantero,INVALID,Punto Medio,Standard,Caja,Oversize,Larga,INVALID,INVALID,INVALID
82_1106232,INVALID,Cuello,INVALID,Punto Fino,Standard,Polo,Recto,Corta,INVALID,INVALID,INVALID
82_1106236,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Medio
82_1106237,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Redondo,Evase,Larga,INVALID,INVALID,Ligero
82_1106238,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Oversize,Larga,INVALID,INVALID,Medio
82_1106241,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Regular Waist,Ligero
82_1106246,INVALID,Cierre Delantero,INVALID,Punto Fino,Corto,Solapa,Oversize,Larga,INVALID,INVALID,INVALID
82_1106269,INVALID,Sin cierre,INVALID,Punto Grueso,Crop,Redondo,Recto,Larga,INVALID,INVALID,INVALID
82_1106272,INVALID,Cuello,INVALID,INVALID,Standard,Caja,Recto,Larga,INVALID,INVALID,Ligero
82_1106285,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Ancho,INVALID,INVALID,INVALID,INVALID
82_1106297,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1106310,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Ligero
82_1106315,INVALID,Cuello,INVALID,INVALID,Corto,Redondo,Evase,Corta,INVALID,INVALID,Ligero
82_1106317,INVALID,Cierre Delantero,INVALID,Punto Grueso,Crop,Redondo,Recto,Larga,INVALID,INVALID,INVALID
82_1106329,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Recto,Corta,INVALID,INVALID,Ligero
82_1106332,INVALID,Cierre Trasero,INVALID,INVALID,Midi,INVALID,Lápiz,INVALID,INVALID,High Waist,Ligero
82_1106333,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1106353,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Perkins,Slim,Larga,INVALID,INVALID,INVALID
82_1106354,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1106370,INVALID,Cuello,INVALID,INVALID,Standard,Mao,Recto,Corta,INVALID,INVALID,Ligero
82_1106374,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Caja,Recto,Larga,INVALID,INVALID,Ligero
82_1106380,INVALID,Cierre Delantero,INVALID,Punto Grueso,Standard,Caja,Oversize,Larga,INVALID,INVALID,INVALID
82_1106413,INVALID,Sin cierre,INVALID,INVALID,Midi,Escotado,Evase,Tirante Ancho,INVALID,INVALID,Ligero
82_1106428,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,Medio
82_1106460,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,5 Bolsillos,INVALID,INVALID,High Waist,Medio
82_1106461,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
82_1106469,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Medio
82_1106475,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Babydoll/Peter Pan,Regular,Corta,INVALID,INVALID,Medio
82_1106486,INVALID,Sin cierre,INVALID,INVALID,Largo,Drapeado,Recto,Corta,INVALID,INVALID,INVALID
82_1106487,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,5 Bolsillos,INVALID,INVALID,High Waist,Medio
82_1106490,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slim,INVALID,INVALID,Regular Waist,Ligero
82_1106501,INVALID,INVALID,INVALID,Punto Fino,Largo,INVALID,INVALID,INVALID,INVALID,High Waist,INVALID
82_1106502,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Medio
82_1106511,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,Ajustable/Goma,Pesado
82_1106514,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Polo,Regular,Corta,INVALID,INVALID,Ligero
82_1106519,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
82_1106538,INVALID,INVALID,INVALID,INVALID,Standard,Caja,Slim,Larga,INVALID,INVALID,Ligero
82_1106545,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
82_1106572,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1106576,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
82_1106578,INVALID,INVALID,INVALID,Punto Fino,Standard,Caja,Slim,Corta,INVALID,INVALID,INVALID
82_1106583,INVALID,INVALID,INVALID,Punto Fino,Standard,Caja,Slim,Corta,INVALID,INVALID,INVALID
82_1106585,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1106595,INVALID,Sin cierre,INVALID,Punto Medio,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
82_1106597,INVALID,Sin cierre,INVALID,Punto Fino,Standard,Redondo,Slim,Larga,INVALID,INVALID,INVALID
82_1106601,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Camisero,Oversize,Larga,INVALID,INVALID,Medio
82_1106607,INVALID,Sin cierre,INVALID,INVALID,Corto,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Ligero
82_1106616,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slim,INVALID,INVALID,Regular Waist,Ligero
82_1106643,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Redondo,Oversize,Larga,INVALID,INVALID,Ligero
82_1106646,INVALID,Sin cierre,INVALID,INVALID,Largo,Redondo,Oversize,Larga,INVALID,INVALID,Ligero
82_1106655,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Larga,INVALID,INVALID,Medio
82_1106663,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Oversize,Corta,INVALID,INVALID,Medio
82_1106667,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,Medio
82_1106675,INVALID,Cuello,INVALID,INVALID,Standard,Polo,Slim,Corta,INVALID,INVALID,Ligero
82_1106678,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Palazzo,INVALID,INVALID,Ajustable/Goma,Ligero
82_1106692,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
82_1106693,INVALID,Cierre Delantero,INVALID,INVALID,Midi,Camisero,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1106698,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Barca,Oversize,Larga,INVALID,INVALID,Ligero
82_1106702,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1106705,INVALID,Sin cierre,INVALID,Punto Medio,Standard,Asimétrico,Recto,Larga,INVALID,INVALID,INVALID
82_1106711,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
82_1106725,INVALID,INVALID,INVALID,Punto Fino,Standard,Caja,Slim,Corta,INVALID,INVALID,INVALID
82_1106762,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
82_1106768,INVALID,Cuello,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1106774,INVALID,Lateral,INVALID,INVALID,Largo,Escotado,Evase,Larga,INVALID,INVALID,Ligero
82_1106784,INVALID,Cuello,INVALID,INVALID,Corto,Redondo,Evase,Corta,INVALID,INVALID,Medio
82_1106787,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Caja,Evase,Corta,INVALID,INVALID,Ligero
82_1106790,INVALID,Sin cierre,INVALID,INVALID,Corto,INVALID,Evase,INVALID,INVALID,Ajustable/Goma,Ligero
82_1106797,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,Ajustable/Goma,Pesado
82_1106806,INVALID,INVALID,INVALID,INVALID,Standard,Caja,Slim,Larga,INVALID,INVALID,Ligero
82_1106811,INVALID,INVALID,INVALID,INVALID,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,Ligero
82_1106816,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Ligero
82_1106821,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
82_1106844,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1106845,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Acampanado/Bootcut,INVALID,INVALID,High Waist,Medio
82_1106854,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,Corta,INVALID,INVALID,Medio
82_1106868,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Waterfall,Recto,Larga,INVALID,INVALID,INVALID
82_1106871,INVALID,INVALID,INVALID,INVALID,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,Ligero
82_1106881,INVALID,Sin cierre,INVALID,Punto Medio,Standard,Redondo,Recto,Larga,INVALID,INVALID,INVALID
82_1106893,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Polo,Regular,Corta,INVALID,INVALID,Ligero
82_1106894,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slim,INVALID,INVALID,Regular Waist,Ligero
82_1106914,INVALID,Cuello,INVALID,Punto Fino,Standard,Redondo,Oversize,Larga,INVALID,INVALID,Ligero
82_1106947,INVALID,Sin cierre,INVALID,Punto Fino,Largo,Waterfall,Recto,Larga,INVALID,INVALID,INVALID
82_1106960,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
82_1106985,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slouchy,INVALID,INVALID,Ajustable/Goma,Medio
82_1106988,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Palazzo,INVALID,INVALID,Ajustable/Goma,Ligero
82_1106997,INVALID,Cuello,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1107011,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Culotte,INVALID,INVALID,High Waist,Medio
82_1107022,INVALID,Cuello,INVALID,INVALID,Midi,Redondo,Evase,Corta,INVALID,INVALID,Medio
82_1107036,INVALID,INVALID,INVALID,Punto Fino,Standard,Espalda Abierta,Recto,Corta,INVALID,INVALID,Ligero
82_1107039,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Redondo,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1107043,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Regular,Larga,INVALID,INVALID,Ligero
82_1107049,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Relaxed,Corta,INVALID,INVALID,Ligero
82_1107060,INVALID,INVALID,INVALID,Punto Medio,INVALID,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Medio
82_1107061,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107074,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107086,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107097,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Regular,Slim,Larga,INVALID,INVALID,Ligero
82_1107107,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,Ligero
82_1107121,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Pesado
82_1107122,INVALID,INVALID,INVALID,INVALID,INVALID,Caja,INVALID,Corta,INVALID,INVALID,INVALID
82_1107126,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1107135,INVALID,Sin cierre,INVALID,INVALID,Standard,Caja,Oversize,Larga,INVALID,INVALID,Medio
82_1107139,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Capucha,Regular,Larga,INVALID,INVALID,Medio
82_1107141,INVALID,Cierre Delantero,INVALID,INVALID,Largo,Regular,Oversize,INVALID,INVALID,INVALID,Medio
82_1107143,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
82_1107147,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
82_1107151,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107158,INVALID,Cuello,INVALID,INVALID,Standard,Capucha,Regular,Larga,INVALID,INVALID,Medio
82_1107166,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Culotte,INVALID,INVALID,Regular Waist,Medio
82_1107171,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107172,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107183,INVALID,INVALID,INVALID,INVALID,INVALID,Caja,INVALID,Corta,INVALID,INVALID,INVALID
82_1107185,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
82_1107187,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107190,INVALID,INVALID,INVALID,INVALID,Standard,Panadero,Recto,Corta,INVALID,INVALID,Ligero
82_1107199,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107201,INVALID,INVALID,INVALID,INVALID,Largo,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107203,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107204,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107210,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slim,INVALID,INVALID,High Waist,Medio
82_1107216,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Regular,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107228,INVALID,INVALID,INVALID,INVALID,Standard,Caja,Recto,Larga,INVALID,INVALID,Ligero
82_1107229,INVALID,INVALID,INVALID,Punto Fino,Standard,Espalda Abierta,Recto,Corta,INVALID,INVALID,Ligero
82_1107233,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1107236,INVALID,INVALID,INVALID,INVALID,Standard,Panadero,Recto,Corta,INVALID,INVALID,Ligero
82_1107237,INVALID,INVALID,INVALID,INVALID,Crop,Palabra Honor,Slim,Tirante Fino,INVALID,INVALID,Ligero
82_1107239,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Relaxed,Corta,INVALID,INVALID,Ligero
82_1107246,INVALID,INVALID,INVALID,INVALID,Largo,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1107249,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Redondo,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1107250,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1107269,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Medio
82_1107276,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Culotte,INVALID,INVALID,High Waist,Ligero
82_1107293,INVALID,Lateral,INVALID,INVALID,Midi,Escotado,Recto,Larga,INVALID,INVALID,Ligero
82_1107300,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Jogger,INVALID,INVALID,Regular Waist,Ligero
82_1107304,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107306,INVALID,INVALID,INVALID,INVALID,Crop,Palabra Honor,Recto,Tirante Fino,INVALID,INVALID,Ligero
82_1107308,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Relaxed,Corta,INVALID,INVALID,Ligero
82_1107309,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Mao,Slim,Larga,INVALID,INVALID,Medio
82_1107329,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107333,INVALID,Sin cierre,INVALID,INVALID,Crop,Redondo,Recto,Larga,INVALID,INVALID,Medio
82_1107342,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Jogger,INVALID,INVALID,Regular Waist,Medio
82_1107352,INVALID,Cuello,INVALID,INVALID,Largo,Redondo,Oversize,Larga,INVALID,INVALID,Ligero
82_1107386,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slim,INVALID,INVALID,High Waist,Medio
82_1107407,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107413,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Regular,INVALID,INVALID,Regular Waist,Ligero
82_1107431,INVALID,Cuello,INVALID,INVALID,Corto,Redondo,Evase,Corta,INVALID,INVALID,Medio
82_1107438,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,Medio
82_1107441,INVALID,Cierre Delantero,INVALID,Punto Fino,Standard,Solapa,Recto,Corta,INVALID,INVALID,INVALID
82_1107442,INVALID,INVALID,INVALID,INVALID,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,Ligero
82_1107447,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
82_1107451,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107455,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Medio
82_1107461,INVALID,Sin cierre,INVALID,INVALID,Largo,Caja,Recto,Tirante Ancho,INVALID,INVALID,Medio
82_1107480,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107481,INVALID,Cierre Delantero,INVALID,INVALID,Corto,Camisero,Recto,Larga,INVALID,INVALID,Ligero
82_1107496,INVALID,INVALID,INVALID,INVALID,Maxi,INVALID,Palazzo,INVALID,INVALID,Ajustable/Goma,Ligero
82_1107499,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107500,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Chimenea,Recto,Larga,INVALID,INVALID,Ligero
82_1107507,INVALID,Cuello,INVALID,INVALID,Corto,Redondo,Recto,Corta,INVALID,INVALID,Medio
82_1107508,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Medio
82_1107513,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
82_1107530,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,Medio
82_1107534,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Polo,Regular,Corta,INVALID,INVALID,Ligero
82_1107535,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107540,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Camisero,Recto,INVALID,INVALID,INVALID,Pesado
82_1107541,INVALID,Cuello,INVALID,INVALID,Largo,Babydoll/Peter Pan,Oversize,Larga,INVALID,INVALID,Ligero
82_1107544,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Fino,INVALID,INVALID,INVALID,INVALID
82_1107554,INVALID,Sin cierre,INVALID,INVALID,Standard,Capucha,Recto,Larga,INVALID,INVALID,Pesado
82_1107559,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107568,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1107569,INVALID,Cierre Delantero,INVALID,INVALID,Standard,Polo,Regular,Corta,INVALID,INVALID,Ligero
82_1107580,INVALID,Cuello,INVALID,INVALID,Crop,Redondo,Recto,Larga,INVALID,INVALID,Ligero
82_1107581,INVALID,Sin cierre,INVALID,INVALID,Largo,Escotado,Recto,Tirante Ancho,INVALID,INVALID,Ligero
82_1107582,INVALID,Sin cierre,INVALID,INVALID,Standard,Redondo,Recto,Larga,INVALID,INVALID,Pesado
82_1107584,INVALID,INVALID,INVALID,INVALID,Standard,Pico,Oversize,Sin Manga,INVALID,INVALID,Ligero
82_1107587,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1107602,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107620,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Recto,INVALID,INVALID,Regular Waist,Medio
82_1107621,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107633,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slim,INVALID,INVALID,Regular Waist,Medio
82_1107637,INVALID,INVALID,INVALID,INVALID,Standard,Pico,Oversize,Sin Manga,INVALID,INVALID,Ligero
82_1107643,INVALID,INVALID,INVALID,INVALID,Largo,Redondo,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1107652,INVALID,INVALID,INVALID,INVALID,Standard,Caja,Recto,Larga,INVALID,INVALID,Ligero
82_1107666,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107670,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,Medio
82_1107694,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Recto,INVALID,INVALID,Regular Waist,Medio
82_1107711,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Camisero,Recto,Larga,INVALID,INVALID,Medio
82_1107716,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107717,INVALID,Cierre Trasero,INVALID,INVALID,Corto,Caja,Evase,Corta,INVALID,INVALID,Medio
82_1107719,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Corta,INVALID,INVALID,Ligero
82_1107723,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Mom,INVALID,INVALID,High Waist,Medio
82_1107724,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Ancho,INVALID,INVALID,INVALID,INVALID
82_1107732,INVALID,INVALID,INVALID,INVALID,Standard,Redondo,Recto,Sin Manga,INVALID,INVALID,Ligero
82_1107733,INVALID,INVALID,INVALID,INVALID,Standard,Caja,Recto,Larga,INVALID,INVALID,Ligero
82_1107734,INVALID,INVALID,INVALID,INVALID,Crop,Redondo,Oversize,Corta,INVALID,INVALID,Ligero
82_1107735,INVALID,Cuello,INVALID,INVALID,Standard,Redondo,Regular,Larga,INVALID,INVALID,Medio
82_1107737,INVALID,Cierre Delantero,INVALID,INVALID,Medio,Camisero,Recto,Larga,INVALID,INVALID,Ligero
82_1107741,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Culotte,INVALID,INVALID,High Waist,Medio
82_1107746,INVALID,INVALID,INVALID,INVALID,Standard,Pico,Oversize,Sin Manga,INVALID,INVALID,Ligero
